model,macro_f1,macro_precision,macro_recall,mean_roc_auc
logistic_liblinear,0.482838551005518,0.7514155151343314,0.3766598910515399,0.9761374151971349
naive_bayes,0.36327794720282064,0.7049143949724631,0.2710596463202641,0.9449000951133971
