model,macro_f1,macro_precision,macro_recall,mean_roc_auc
logistic_liblinear,0.4913396927082914,0.7781462242536422,0.3823737882667309,0.9753503333703475
naive_bayes,0.3482542849691414,0.6669133412177771,0.2593302300658045,0.9456839833399625
